name,target_lat,target_lon,baseline_lat,baseline_lon,baseline_confidence,baseline_distance_km,proposal_count,union_patch_count,union_coverage,union_lat,union_lon,union_confidence,union_distance_km,union_delta_km,error
1000269685_e60e9cdfb4_1125_78841376@N00.jpg,32.325436,-64.764404,28.40802955627441,-16.564861297607422,0.0275472812354564,4606.355323456975,4,30,0.1171875,28.40802955627441,-16.564861297607422,0.0338277630507946,4606.355323456975,0.0,
1000304467_1a75a200b1_1296_78841376@N00.jpg,32.325436,-64.764404,20.449371337890625,-86.99317932128906,0.0267324559390544,2569.749358537205,2,32,0.125,19.282920837402344,-81.39517211914062,0.0238804332911968,2202.471990191428,367.2773683457772,
1001048550_8e4b47d165_1051_78841376@N00.jpg,32.325436,-64.764404,43.50828170776367,7.045223236083984,0.0047798873856663,6224.851219386703,1,256,1.0,30.343151092529297,-84.74082946777344,0.0056912149302661,1907.259709213426,4317.591510173277,
1005977048_5ccf8b05d3_1201_91728102@N00.jpg,29.976052,122.390356,29.979637145996094,122.38992309570312,0.1078550294041633,0.400825323162766,2,130,0.5078125,29.979637145996094,122.38992309570312,0.1107074245810508,0.400825323162766,0.0,
1008804117_ce4e6fef8a_1349_97522422@N00.jpg,46.478536,30.758714,47.4116325378418,28.3698844909668,0.015991486608982,208.91302128089836,6,160,0.625,47.4116325378418,28.3698844909668,0.026236031204462,208.91302128089836,0.0,
1008845063_ace4ef829f_1204_97522422@N00.jpg,46.478536,30.758714,50.45074462890625,30.52501678466797,0.03533761203289032,442.025377627414,0,0,0.0,50.45074462890625,30.52501678466797,0.03533761203289032,442.025377627414,0.0,
101220879_0a1be45b79_33_24311489@N00.jpg,42.249915,-87.82711,36.73685073852539,-96.1866683959961,0.03710641711950302,942.7513453429651,0,0,0.0,36.73685073852539,-96.1866683959961,0.03710641711950302,942.7513453429651,0.0,
1014898753_ef4cfaa5d6_1354_96928198@N00.jpg,62.140088,6.074967,44.480770111083984,-79.5195541381836,0.0014934561913833022,5540.759684541236,1,256,1.0,49.72542953491211,-113.40729522705078,0.0016640006797388196,6479.86575932909,-939.1060747878537,
1019846234_5e471a10e2_1155_97522422@N00.jpg,42.197494,44.693069,-28.553590774536133,-54.55535125732422,0.0059504276141524315,12808.661853670079,1,32,0.125,-43.1376953125,147.85443115234375,0.006497689988464117,13967.960102161745,-1159.2982484916665,
1021054395_ca7cfe55b3_1061_7132415@N03.jpg,-0.400997,-90.704498,-0.572052001953125,-90.15878295898438,0.11827905476093292,63.58988192205969,1,208,0.8125,-0.572052001953125,-90.15878295898438,0.1154995709657669,63.58988192205969,0.0,
1023756068_20c3ffc329_1039_70323761@N00.jpg,40.807694,-73.962262,41.8278923034668,-71.4053955078125,0.005331759806722403,241.78190985130794,0,0,0.0,41.8278923034668,-71.4053955078125,0.005331759806722403,241.78190985130794,0.0,
1029739337_ff06001d12_1361_7132415@N03.jpg,-0.292509,-90.532493,-0.39936500787734985,-90.29302215576172,0.015104109421372414,29.15822191380748,1,160,0.625,-0.5838199853897095,-90.16191101074219,0.014809461310505867,52.41344664048683,-23.25522472667935,
103385471_f54982a801_29_73293249@N00.jpg,46.006873,7.279987,68.20389556884766,13.479011535644531,0.06551569700241089,2493.5068140188373,0,0,0.0,68.20389556884766,13.479011535644531,0.06551569700241089,2493.5068140188373,0.0,
103398485_db45794d93_36_73293249@N00.jpg,46.21488,7.049309,46.993995666503906,10.807060241699219,0.07049127668142319,299.8238435545654,1,27,0.10546875,46.993995666503906,10.807060241699219,0.056891001760959625,299.8238435545654,0.0,
103404365_f852148f5b_34_73293249@N00.jpg,46.080783,7.399454,44.8476676940918,-0.5084999799728394,0.003683960996568203,631.4871280586932,1,256,1.0,44.8476676940918,-0.5084999799728394,0.005169022362679243,631.4871280586932,0.0,
103433117_266c57c2e6_29_73293249@N00.jpg,46.167286,7.099698,46.516998291015625,12.005480766296387,0.05176142603158951,378.52539863223285,2,20,0.078125,46.516998291015625,12.005480766296387,0.045908521860837936,378.52539863223285,0.0,
103433770_9b651cfd20_32_73293249@N00.jpg,46.167286,7.099698,43.04969787597656,77.03252410888672,0.03873876482248306,5363.48128476523,0,0,0.0,43.04969787597656,77.03252410888672,0.03873876482248306,5363.48128476523,0.0,
103442236_09c8d53dbc_37_73293249@N00.jpg,51.501821,-0.140655,51.5074348449707,-0.07623899728059769,0.018229514360427856,4.501946638190869,0,0,0.0,51.5074348449707,-0.07623899728059769,0.018229514360427856,4.501946638190869,0.0,
103457638_224c119b11_30_73293249@N00.jpg,45.999982,7.298584,45.99570846557617,7.008934020996094,0.022176705300807953,22.379220129316625,0,0,0.0,45.99570846557617,7.008934020996094,0.022176705300807953,22.379220129316625,0.0,
103465274_3e879729e0_33_73293249@N00.jpg,46.08035,7.209918,44.956520080566406,6.8791890144348145,0.028931694105267525,127.59303275462781,11,193,0.75390625,44.956520080566406,6.8791890144348145,0.027594782412052155,127.59303275462781,0.0,
1034783376_9e3db4b81a_1016_70323761@N00.jpg,40.820751,-73.94892,38.047210693359375,-84.49765014648438,0.008036253042519093,956.2607129547458,1,128,0.5,38.047210693359375,-84.49765014648438,0.007756747771054506,956.2607129547458,0.0,
103558896_55f8059bc9_35_73293249@N00.jpg,43.642423,-79.387153,43.647254943847656,-79.38274383544922,0.011766812764108181,0.6438539715518242,3,128,0.5,43.647254943847656,-79.38274383544922,0.01143723540008068,0.6438539715518242,0.0,
103574519_62331b624f_24_73293249@N00.jpg,43.642423,-79.387153,43.647953033447266,-79.383544921875,0.011757372878491879,0.6800022117803788,3,158,0.6171875,43.647953033447266,-79.383544921875,0.011770488694310188,0.6800022117803788,0.0,
103575522_cc6a522170_34_73293249@N00.jpg,43.642423,-79.387153,43.64249038696289,-79.38685607910156,0.029191754758358,0.025039914106178944,0,0,0.0,43.64249038696289,-79.38685607910156,0.029191754758358,0.025039914106178944,0.0,
103577701_b68e15492e_32_73293249@N00.jpg,43.085294,-79.079509,43.08979415893555,-79.07066345214844,0.03037256933748722,0.8754310292183881,0,0,0.0,43.08979415893555,-79.07066345214844,0.03037256933748722,0.8754310292183881,0.0,
103726410_49bcd2e470_33_73293249@N00.jpg,40.711492,-74.01206,40.75685501098633,-73.98810577392578,0.007302239537239075,5.432956594273223,0,0,0.0,40.75685501098633,-73.98810577392578,0.007302239537239075,5.432956594273223,0.0,
1038069722_cab11140a5_1378_75452460@N00.jpg,48.214093,16.935553,48.2282829284668,15.332976341247559,0.03856272250413895,118.73437717308337,1,128,0.5,48.2282829284668,15.332976341247559,0.04672226309776306,118.73437717308337,0.0,
103908913_8ef41889e3_36_11114422@N00.jpg,51.195697,-2.27992,51.85016632080078,-0.5447030067443848,0.057113874703645706,140.38158431915798,2,162,0.6328125,51.85016632080078,-0.5447030067443848,0.057388197630643845,140.38158431915798,0.0,
103910409_51606239db_42_11114422@N00.jpg,51.195697,-2.27992,51.85016632080078,-0.5447030067443848,0.06329818814992905,140.38158431915798,1,112,0.4375,51.85016632080078,-0.5447030067443848,0.050975166261196136,140.38158431915798,0.0,
104122769_f122c548dc_40_19355699@N00.jpg,-16.663606,145.563537,-33.84309768676758,151.24063110351562,0.021366767585277557,1992.7316987019124,0,0,0.0,-33.84309768676758,151.24063110351562,0.021366767585277557,1992.7316987019124,0.0,
1041241079_904c456418_1430_7132415@N03.jpg,-1.382083,-78.432769,43.35005569458008,-4.052012920379639,0.013915481977164745,8859.849285173923,2,256,1.0,43.35005569458008,-4.052012920379639,0.0173391904681921,8859.849285173923,0.0,
104132709_97b998c989_41_19355699@N00.jpg,-33.861328,151.209039,-33.85724639892578,151.2146453857422,0.014685365371406078,0.6884581544528126,0,0,0.0,-33.85724639892578,151.2146453857422,0.014685365371406078,0.6884581544528126,0.0,
104133298_2619fc0eae_39_19355699@N00.jpg,-33.861328,151.209039,-33.857444763183594,151.21487426757812,0.016299676150083542,0.6904833767391741,0,0,0.0,-33.857444763183594,151.21487426757812,0.016299676150083542,0.6904833767391741,0.0,
1041333001_9b8e3dc4f1_1284_7132415@N03.jpg,-0.967437,-77.763977,10.281867980957031,-84.0447769165039,0.1001005694270134,1430.9492535864856,1,108,0.421875,10.281867980957031,-84.0447769165039,0.09730719774961472,1430.9492535864856,0.0,
104134249_80c92294db_19_19355699@N00.jpg,-33.861328,151.209039,-33.851829528808594,151.2107391357422,0.01821570098400116,1.067787083889101,0,0,0.0,-33.851829528808594,151.2107391357422,0.01821570098400116,1.067787083889101,0.0,
104134428_244b67a2d9_38_19355699@N00.jpg,-33.861328,151.209039,-33.8704948425293,151.2066650390625,0.008048681542277336,1.0426081912827223,2,115,0.44921875,-33.8704948425293,151.2066650390625,0.007977602072060108,1.0426081912827223,0.0,
104134591_85c54effac_41_19355699@N00.jpg,-33.861328,151.209039,-33.869808197021484,151.20762634277344,0.011919799260795116,0.9519342007785773,2,176,0.6875,-33.869808197021484,151.20762634277344,0.012229325249791145,0.9519342007785773,0.0,
104138228_eac9608bce_34_19355699@N00.jpg,-36.843876,174.7654,-36.82294845581055,174.7335205078125,0.10634768009185791,3.6694655200496675,0,0,0.0,-36.82294845581055,174.7335205078125,0.10634768009185791,3.6694655200496675,0.0,
104146945_2722f724b3_19_14542551@N00.jpg,47.913695,106.833114,49.4648323059082,105.98648071289062,0.06317242234945297,183.33024427986115,1,4,0.015625,49.4648323059082,105.98648071289062,0.06521209329366684,183.33024427986115,0.0,
1044041591_512737f6a3_1182_9729483@N02.jpg,39.948972,-75.150008,41.30913162231445,-72.92820739746094,0.014703294262290001,240.87994415625326,0,0,0.0,41.30913162231445,-72.92820739746094,0.014703294262290001,240.87994415625326,0.0,
